Title,Main Text,Signature,Clean Date,Locations,Source,Best Location,Snippet,Print Location,display_name,address_type,lat,lon,boundingbox,Status,Feedback
THE FAILURE OF THE POTATO CROP,"As several articles on the cultivation of the potato appeared in your valuable GATETTE, and in the Gardiners Chronicle, I take the liberty to send you the few following remarks on the same subject, which cannot be too much discussed; and although no real specific to prevent failure has been given, yet if those who take an interest (and who has not) in the subject were to bring forward their experience, rnuch might be done to prevent failure, and ensure a fair crop in any season. This dry season has been the occasion of great loss in the potato crop in the neighbourhood, and I believe it general, and how could it be otherwise, for one might as well expect potatoes to grow after they had been done in an oven for dinner, as to plant them on manure which had been left on the field lying in heaps, or spread in the drills for several days, exposed to the sun and weather till it was as dry as dust before it was covered in, which is not infrequently the case. For nearly twenty years I have been in the habit of planting both early and late crops of potatoes, and in the later I never had a failure, although in early crops I have had some partial failures, owing to having been planted in old garden ground, where grubs and slugs destroyed the sets before they vegetated: but this can be greatly obviated by having some fresh-slaked lime worked into the soil when planting. In preparing ground for late crops, if after a grain crop, which is generally the case, it should be deeply ploughed in the autumn, and again in the spring, to be ploughed and harrowed as often as found necessary to bring it to a fine tilth, and all weeds collected and carted off to some convenient place for making manure. I consider from the middle of April to the middle of May the best time for planting; and with respect to choice of seed I have always found a good sound potato to grow when it got a fair chance. I do not approve of cutting the sets very small; a middle-sized potato may be cut into two, and a large one into three or four sets, two or three days before they are planted. The cause of failure is very often ascribed to the seed, which, no doubt, should be attributed to other causes. I always plant below the manure, which should be pretty well rotted before being used. The drills I always make three feet apart, which, if in dry ground, should run as nearly south and north as convenient, so that the sun may have equal influence on both sides of the drills ; but should the ground be wet, or of a moist nature, the drills should run with the greatest slope of the surface, to carry off the superabundant moisture that might collect from rain or any other cause. In planting, as much of the work as is begun in one day should be finished before night ; that is, opening the drills, manuring, planting, and covering in, should all be finished, that no open drills or manure be exposed to the weather during night, and perhaps to-morrow might be a bad day; just before the plants come up the drills should be lightly harrowed, and the plough or horse-hoe used between the drills, to destroy seed-weeds and freshen the soil, this breaks the crust and encourages vegetation; but in hoeing and cleaning after the plants are come up, I am no advocate for reducing the drills but as little as possibleto cut or disturb the young roots, or bare the stem below the level which is come through the ground, gives the tender and succulent plant a cheek which requires some time to recover. I may here observe that I deem it of considerable consequence to plant  below the manure, especially in a dry season, as the manure keeps the set cool and moist; and as the stem rises through the manure, it emits a tuft of roots at every eye or bud, which are quite at home in the cool dung, arid are immediately at .work, catering nourishment for the stem, enabling it to come up in greater strength and vigour than when planted on the manure. In earthing up I do not consider it necessary to raise more than about one inch of fresh earth about the stems, and not to bring i the drill to an acute angle, but leave a 'small channel . along the top of the drill to collect moisture for the roots, j unless in wet ground or a wet season, when it might be an advantage to throw off the rain into the furrows. Picking off all the flowers is strongly recommended in the Gardeners’ Chronicle: this I have done some years ago, but did not test the result with neighbouring drills, where the blossoms had not been picked off; however it is reasonable to think that it must be beneficial, when we consider the great weight of matter which goes to produce the enormous weight of apples which are often produced upon an acre of ground, but this I intend to put to the test here this season. As the potatoes can be transplanted readily, I cannot see how a good deal might not be done in making up blanks when there is only a partial failure, by wherever there is more than one stem rising from a set, to remove a little of the earth from one side, and slip off carefully all the stems but one, replace the earth again, and plant the stems in the nearest vacancy, about the same depth that they were before; and if done in a dull day, when the ground is moist, and the plant about two inches high, I have no doubt they would succeed very well.Yours, &c., James Alexander, Heath Farm, Athy, July 6"" 1844","Yours, &c., James Alexander, Heath Farm, Athy, July 6"" 1844",1844-07-13,Athy,Main Text,"Athy, County Kildare, Leinster, Éire / Ireland","**Athy**: ...they would succeed very well.Yours, &c., James Alexander, Heath Farm, **Athy**,<br>July 6"" 1844","Athy, County Kildare, Leinster, Éire / Ireland ['52.9765828', '53.0072333', '-7.0029660', '-6.9590374']","Athy, County Kildare, Leinster, Éire / Ireland",town,52.9923938,-6.9835926,"['52.9765828', '53.0072333', '-7.0029660', '-6.9590374']",,False
POTATO FAILURES,"IN last, week's paper we had the pleasure to copy from a Scottish cotemporary a report, amongst other matters, of the highly interesting discussion which took place at one of the forenoon meetings of the Scottish Agricultural Chemistry Association, in Glasgow, on the subject of potato failures. This meeting had been announced for some time, some very eminent agriculturists attended it, and nothing can batter show the exceeding difficulty of the question mootedviz., What is the cause of the potato failures, and is there a remedy for them ?than the discrepancy of opinion advanced on the occasion. The general opinion of scientific agriculturists appears to be, that there is a liability inherent in every plant which has for a long period been cultivated in the same soil to become deteriorated, hence the universal belief in the advantage of "" changing the seed ;"" and that, in the case of the potato, the most likely means of avoiding failure would be, to procure a new generation of plants from seed (not tubers) of a healthy crop; but in the discussion to which we are referring, Mr. Girdwood's experience gave the death-blow, in limine, to this cherished opinionthe seedlings (whether raised from a healthy or tainted crop is not stated, however) were found to be as liable to decay as any others.  Plant your potatoes whole, and in the autumn, use only such seed as have the eyes plump, protect from frost, and, says Theory, you will have no failures; not so fast, says Mr. Burnet, of Gadgirth, I have done all this, and still have experienced failures. Mr. Alexander, of Southbar, had never witnessed a failure in early- planted potatoes; how many within a few miles of Dublin, would give a great deal to be able to say the same truly, why early-planted potatoes are the most liable to failure; and as to this gentleman's other statement, that the failure of potatoes is traceable to some ill-treatment, especially by storing them in large masses, did it not occur to him that, up to 1832, no failures were caused by such treatment !. Mr. Allison, of Mears, stated, that potatoes taken from those, which for two seasons, had not been cut, would not fail, is, we fear mere assertation; whole potatoes, although net so liable to failure, we believe, as cut ones, still, it is notorious, do fail. Mr. Anderson, from the north of Ireland, as appears from his statement, has been. most successful in his efforts to avoid failures; and the means he adopts, viz., liming the ground, planting only in drained land, pulverizing the soil well, and not leaving either the manure or seed exposed to the effect of the sun and wind, are based on sound practical knowledge: his experience, however, that potatoes which have been prevented from blossoming are not less liable to fail (if that were his meaning), does not accord with that of some of our correspondents; nor with that of others, if it be that potatoes so divested do not yield larger crops. Mr. Anderson's experience, howeverif he be, as we suspect he is, the excellent and practical land-agent of Sir Robert Fergusson, bart.,at least since the commencement of the potato failures, has been in a mountain district; where, it is well known, potatoes are not so liable to fail as in lowlands.  The successful practice of Mr. Reid, as mentioned by Sir Robert Bateson, Bart., of raising potatoes intended for seed before they are quite ripe, and leaving them on the ground to be dried in the sun, although Professor Johnston declared that he had never heard of it, is known and practised successfully by almost every gardener with his ash-leaved kidneys intended for forcing. And as to Mr. Fleming's experiencethat the cup potato does not failwe can only say, that such is not the experience of the farmers of this country.  This discussion was, in fact, an epitome of the innumerable essays which for the last twelve years have appeared on the subject of potato failures; and which may be resolved into this, that we are utterly ignorant of the of these failures, and that our only chance of avoiding them is to use mountain-grown which often means unripened seed, which has been preserved from heating in narrow pits to plant in dry, deep soil, at a moist time, using moist manure, and not permitting the sets to lie exposed even for a few minutes to the parching effects of sun, or harsh wind",Editor,1844-08-31,Ireland,Main Text,Éire / Ireland,"**Ireland**: ...is notorious, do fail. Mr. Anderson, from the north of **Ireland**,<br>as appears from his statement, has been. most successful in...","Éire / Ireland ['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']",Éire / Ireland,administrative,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']",,False
POTATO FAILURES,"IN last, week's paper we had the pleasure to copy from a Scottish cotemporary a report, amongst other matters, of the highly interesting discussion which took place at one of the forenoon meetings of the Scottish Agricultural Chemistry Association, in Glasgow, on the subject of potato failures. This meeting had been announced for some time, some very eminent agriculturists attended it, and nothing can batter show the exceeding difficulty of the question mootedviz., What is the cause of the potato failures, and is there a remedy for them ?than the discrepancy of opinion advanced on the occasion. The general opinion of scientific agriculturists appears to be, that there is a liability inherent in every plant which has for a long period been cultivated in the same soil to become deteriorated, hence the universal belief in the advantage of "" changing the seed ;"" and that, in the case of the potato, the most likely means of avoiding failure would be, to procure a new generation of plants from seed (not tubers) of a healthy crop; but in the discussion to which we are referring, Mr. Girdwood's experience gave the death-blow, in limine, to this cherished opinionthe seedlings (whether raised from a healthy or tainted crop is not stated, however) were found to be as liable to decay as any others.  Plant your potatoes whole, and in the autumn, use only such seed as have the eyes plump, protect from frost, and, says Theory, you will have no failures; not so fast, says Mr. Burnet, of Gadgirth, I have done all this, and still have experienced failures. Mr. Alexander, of Southbar, had never witnessed a failure in early- planted potatoes; how many within a few miles of Dublin, would give a great deal to be able to say the same truly, why early-planted potatoes are the most liable to failure; and as to this gentleman's other statement, that the failure of potatoes is traceable to some ill-treatment, especially by storing them in large masses, did it not occur to him that, up to 1832, no failures were caused by such treatment !. Mr. Allison, of Mears, stated, that potatoes taken from those, which for two seasons, had not been cut, would not fail, is, we fear mere assertation; whole potatoes, although net so liable to failure, we believe, as cut ones, still, it is notorious, do fail. Mr. Anderson, from the north of Ireland, as appears from his statement, has been. most successful in his efforts to avoid failures; and the means he adopts, viz., liming the ground, planting only in drained land, pulverizing the soil well, and not leaving either the manure or seed exposed to the effect of the sun and wind, are based on sound practical knowledge: his experience, however, that potatoes which have been prevented from blossoming are not less liable to fail (if that were his meaning), does not accord with that of some of our correspondents; nor with that of others, if it be that potatoes so divested do not yield larger crops. Mr. Anderson's experience, howeverif he be, as we suspect he is, the excellent and practical land-agent of Sir Robert Fergusson, bart.,at least since the commencement of the potato failures, has been in a mountain district; where, it is well known, potatoes are not so liable to fail as in lowlands.  The successful practice of Mr. Reid, as mentioned by Sir Robert Bateson, Bart., of raising potatoes intended for seed before they are quite ripe, and leaving them on the ground to be dried in the sun, although Professor Johnston declared that he had never heard of it, is known and practised successfully by almost every gardener with his ash-leaved kidneys intended for forcing. And as to Mr. Fleming's experiencethat the cup potato does not failwe can only say, that such is not the experience of the farmers of this country.  This discussion was, in fact, an epitome of the innumerable essays which for the last twelve years have appeared on the subject of potato failures; and which may be resolved into this, that we are utterly ignorant of the of these failures, and that our only chance of avoiding them is to use mountain-grown which often means unripened seed, which has been preserved from heating in narrow pits to plant in dry, deep soil, at a moist time, using moist manure, and not permitting the sets to lie exposed even for a few minutes to the parching effects of sun, or harsh wind",Editor,1844-08-31,Glasgow,Main Text,"Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom","**Glasgow**: ...the forenoon meetings of the Scottish Agricultural Chemistry Association, in **Glasgow**,<br>on the subject of potato failures. This meeting had been...","Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom ['55.8272341', '55.8273341', '-4.2844566', '-4.2843566']","Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom",copyshop,55.8272841,-4.2844066,"['55.8272341', '55.8273341', '-4.2844566', '-4.2843566']",,False
POTATO FAILURES,"IN last, week's paper we had the pleasure to copy from a Scottish cotemporary a report, amongst other matters, of the highly interesting discussion which took place at one of the forenoon meetings of the Scottish Agricultural Chemistry Association, in Glasgow, on the subject of potato failures. This meeting had been announced for some time, some very eminent agriculturists attended it, and nothing can batter show the exceeding difficulty of the question mootedviz., What is the cause of the potato failures, and is there a remedy for them ?than the discrepancy of opinion advanced on the occasion. The general opinion of scientific agriculturists appears to be, that there is a liability inherent in every plant which has for a long period been cultivated in the same soil to become deteriorated, hence the universal belief in the advantage of "" changing the seed ;"" and that, in the case of the potato, the most likely means of avoiding failure would be, to procure a new generation of plants from seed (not tubers) of a healthy crop; but in the discussion to which we are referring, Mr. Girdwood's experience gave the death-blow, in limine, to this cherished opinionthe seedlings (whether raised from a healthy or tainted crop is not stated, however) were found to be as liable to decay as any others.  Plant your potatoes whole, and in the autumn, use only such seed as have the eyes plump, protect from frost, and, says Theory, you will have no failures; not so fast, says Mr. Burnet, of Gadgirth, I have done all this, and still have experienced failures. Mr. Alexander, of Southbar, had never witnessed a failure in early- planted potatoes; how many within a few miles of Dublin, would give a great deal to be able to say the same truly, why early-planted potatoes are the most liable to failure; and as to this gentleman's other statement, that the failure of potatoes is traceable to some ill-treatment, especially by storing them in large masses, did it not occur to him that, up to 1832, no failures were caused by such treatment !. Mr. Allison, of Mears, stated, that potatoes taken from those, which for two seasons, had not been cut, would not fail, is, we fear mere assertation; whole potatoes, although net so liable to failure, we believe, as cut ones, still, it is notorious, do fail. Mr. Anderson, from the north of Ireland, as appears from his statement, has been. most successful in his efforts to avoid failures; and the means he adopts, viz., liming the ground, planting only in drained land, pulverizing the soil well, and not leaving either the manure or seed exposed to the effect of the sun and wind, are based on sound practical knowledge: his experience, however, that potatoes which have been prevented from blossoming are not less liable to fail (if that were his meaning), does not accord with that of some of our correspondents; nor with that of others, if it be that potatoes so divested do not yield larger crops. Mr. Anderson's experience, howeverif he be, as we suspect he is, the excellent and practical land-agent of Sir Robert Fergusson, bart.,at least since the commencement of the potato failures, has been in a mountain district; where, it is well known, potatoes are not so liable to fail as in lowlands.  The successful practice of Mr. Reid, as mentioned by Sir Robert Bateson, Bart., of raising potatoes intended for seed before they are quite ripe, and leaving them on the ground to be dried in the sun, although Professor Johnston declared that he had never heard of it, is known and practised successfully by almost every gardener with his ash-leaved kidneys intended for forcing. And as to Mr. Fleming's experiencethat the cup potato does not failwe can only say, that such is not the experience of the farmers of this country.  This discussion was, in fact, an epitome of the innumerable essays which for the last twelve years have appeared on the subject of potato failures; and which may be resolved into this, that we are utterly ignorant of the of these failures, and that our only chance of avoiding them is to use mountain-grown which often means unripened seed, which has been preserved from heating in narrow pits to plant in dry, deep soil, at a moist time, using moist manure, and not permitting the sets to lie exposed even for a few minutes to the parching effects of sun, or harsh wind",Editor,1844-08-31,Southbar,Main Text,,"**Southbar**: ...all this, and still have experienced failures. Mr. Alexander, of **Southbar**,<br>had never witnessed a failure in early- planted potatoes; how...",,,,,,,,False
POTATO FAILURES,"IN last, week's paper we had the pleasure to copy from a Scottish cotemporary a report, amongst other matters, of the highly interesting discussion which took place at one of the forenoon meetings of the Scottish Agricultural Chemistry Association, in Glasgow, on the subject of potato failures. This meeting had been announced for some time, some very eminent agriculturists attended it, and nothing can batter show the exceeding difficulty of the question mootedviz., What is the cause of the potato failures, and is there a remedy for them ?than the discrepancy of opinion advanced on the occasion. The general opinion of scientific agriculturists appears to be, that there is a liability inherent in every plant which has for a long period been cultivated in the same soil to become deteriorated, hence the universal belief in the advantage of "" changing the seed ;"" and that, in the case of the potato, the most likely means of avoiding failure would be, to procure a new generation of plants from seed (not tubers) of a healthy crop; but in the discussion to which we are referring, Mr. Girdwood's experience gave the death-blow, in limine, to this cherished opinionthe seedlings (whether raised from a healthy or tainted crop is not stated, however) were found to be as liable to decay as any others.  Plant your potatoes whole, and in the autumn, use only such seed as have the eyes plump, protect from frost, and, says Theory, you will have no failures; not so fast, says Mr. Burnet, of Gadgirth, I have done all this, and still have experienced failures. Mr. Alexander, of Southbar, had never witnessed a failure in early- planted potatoes; how many within a few miles of Dublin, would give a great deal to be able to say the same truly, why early-planted potatoes are the most liable to failure; and as to this gentleman's other statement, that the failure of potatoes is traceable to some ill-treatment, especially by storing them in large masses, did it not occur to him that, up to 1832, no failures were caused by such treatment !. Mr. Allison, of Mears, stated, that potatoes taken from those, which for two seasons, had not been cut, would not fail, is, we fear mere assertation; whole potatoes, although net so liable to failure, we believe, as cut ones, still, it is notorious, do fail. Mr. Anderson, from the north of Ireland, as appears from his statement, has been. most successful in his efforts to avoid failures; and the means he adopts, viz., liming the ground, planting only in drained land, pulverizing the soil well, and not leaving either the manure or seed exposed to the effect of the sun and wind, are based on sound practical knowledge: his experience, however, that potatoes which have been prevented from blossoming are not less liable to fail (if that were his meaning), does not accord with that of some of our correspondents; nor with that of others, if it be that potatoes so divested do not yield larger crops. Mr. Anderson's experience, howeverif he be, as we suspect he is, the excellent and practical land-agent of Sir Robert Fergusson, bart.,at least since the commencement of the potato failures, has been in a mountain district; where, it is well known, potatoes are not so liable to fail as in lowlands.  The successful practice of Mr. Reid, as mentioned by Sir Robert Bateson, Bart., of raising potatoes intended for seed before they are quite ripe, and leaving them on the ground to be dried in the sun, although Professor Johnston declared that he had never heard of it, is known and practised successfully by almost every gardener with his ash-leaved kidneys intended for forcing. And as to Mr. Fleming's experiencethat the cup potato does not failwe can only say, that such is not the experience of the farmers of this country.  This discussion was, in fact, an epitome of the innumerable essays which for the last twelve years have appeared on the subject of potato failures; and which may be resolved into this, that we are utterly ignorant of the of these failures, and that our only chance of avoiding them is to use mountain-grown which often means unripened seed, which has been preserved from heating in narrow pits to plant in dry, deep soil, at a moist time, using moist manure, and not permitting the sets to lie exposed even for a few minutes to the parching effects of sun, or harsh wind",Editor,1844-08-31,Dublin,Main Text,"Dublin, County Dublin, Leinster, Éire / Ireland","**Dublin**: ...early- planted potatoes; how many within a few miles of **Dublin**,<br>would give a great deal to be able to say...","Dublin, County Dublin, Leinster, Éire / Ireland ['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']","Dublin, County Dublin, Leinster, Éire / Ireland",administrative,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']",,False
POTATO FAILURES,"The cause of the failure in the potato, as you observe in last week's remarks on the meeting of the Scottish Agricultural Chemistry Association, lately held in Glasgow, appears to be as yet a secret. Of the immediate effect, however, of that cause, there seems to be room for little diversity of opinion. The nearest cause to which we can trace the failure, though evidently no more than a secondary one, appears’ to be a lack of moisture or juices in the seed, eventuating in dry rot, immediately after being committed to the ground. As proof of this, a coarse or green tuber seldom refuses to grow, even when cut and planted early, or indeed at any time as far as my experience or accurate information has hitherto extended; while, on the other hand, such as are dry or mealy are apt not to grow luxuriantly, and often not at all, if cut and planted in dry weather, or late in the season.  Now, sir, if general experience point in the same direction, and I think it does so, at least rather than otherwise, it must follow that the tuber containing the greatest proportion of juices, or, in other terms, a green or partially-ripened one will be the surest kind of seed, and, failing that, the leaving the potato uncut, ""sowing it in the round,"" may next be had recourse to a practice which, in every instance within my limited knowledge, has proved an absolute security. I have observed many crops, and obtained accurate information regarding them, and nothing can be more conclusive than the fact arrived at, viz., that all that has been necessary to procure as good a crop as the ground, under the condition and management, was entitled to produce, was to commit the seed to the soil in an undivided state.  At the same time I am free to confess that I can easily conceive (I think I have seen instances of it indeed) how a potato, apparently sound, upon a superficial examination, might not grow even when planted entire: it may already be too far gonethe superficial only be left sound. When cut up, however, and for a short time exposed to the atmosphere, its unfitness for seed could not escape detection from a skilful observer. He would know not to plant it in either way, cut or entire. The same tuber, however, on the principle I am contending for would have been  productive, in an uncut state, long subsequent to the period at which it would have been useless, if divided. In the former case its scanty juices would have been preserved, in the latter they would have been speedily exhausted; the root would literally have bled to death, and then rotted away.  Mr. Girdwood's experience, as stated at the Glasgow meeting, ought not to be allowed to give ""the death-blow to the cherished opinion,"" or hope that a new generation of plants, from healthy seed, might be the means of avoiding failure. I question not his, or any other single opinion, so far as it goes; but the fact of its being opposed by the experience of many, ought still to leave it an open question; were it only because, viewing it a priori, it is, of itself, so very promising. Besides, we know not how he treated his ground, his seed, his manure, or how he timed or tided his operations; and as we would be thankful even for imperfect remedies, before condemning any hint, we should be sure that an unsuccessful experiment, particularly when it stands in opposition to a number of successful ones, has been made with a sufficiency of skill, attention, means, &e., and that the statement implies neither more nor less than what is definitely expressed; and, particularly, that the individual be not something of what I am myself at this present moment a stickler for some specific remedy, totally different from the one he condems. We often hecoma enthusiastic bigots to an opinion, without, being aware of it.  ""Plant your potatoes whole, and in the autumn, use only such seed as have their eyes plump, protect from frost, and, says Theory, you will have no failures. Not so fast says Mr. Burnet, of Gudgirth, I have done all this, and have experienced failures."" I quote from yourself. But what says practice on the part of many ? I will venture to say most, who have also tried this, in either autumn or spring! Exactly the contrary! ergo Mr Burnett's experience, standing by itself, should have little weight, allowing it all it can claim. It is a single contradiction, and no more, to something approaching to an almost established rule, and, as such, according to logical law, rather confirmatory of, than bearing against, the pro- position in question.  I am far from questioning the accuracy of Mr. B.'s statement; at the same time, I can perceive how he may have had considerable difficulty in determining as to the precise nature or cause of the failure in question. I know, Mr. Editor, something, a good deal, indeed, of the constitution of a Scotch frost; it is often far frae canny. I have known it to penetrate the earth to the depth of feetand, supposing such to bare been the state of matters, while Mr. B.'s experiment was being made, how was he to know, to a thing of nothing, how much or how little, of the failure was to be attributed to the potato itself, or whether, say, six weeks of a sound, ringing, black frost might have come in for a fair share of the blame?  Another farmer, Mr. Alexander, of Southbar, had never witnessed a failure in tor/planted potatoes. I have myself, hitherto, seen few, nor have I met with more than a few who have seen more. When you insinuate, however, that the thing is not uncommon within a few miles of Dublin, I feel at once ready to credit it as a fact. But then, sir, you must answer me a few simple questions, relating to tbe practice of the Dublin farmers, with their con-acre coadjutors.  In the first place, do they often plant their potatoes in drills ? Do they ever leave the dung lying in heaps,.and sometimes scattered over the beds or ridges for the space of two, four, six, or eight days, before covering it up with the mould ? do they ever plant a ridge, or a considerable. part of it, at one time of the day, leaving it to be over-taken by the slower operation of the spadesman, and thus allowing sufficient time for both seed and dung being well seasoned by sun and wind? If such should turn out to be no unfrequent practice in the vicinity of Dublin, sure I am yourself for one would not be much surprised should there now and then be found more than a few failures as the consequence, and yet I have seen all the above irregularities perpetrated, to the very letter, without a single apparent failure ensuing, when the work had been done early in the season.  My own observation having been confined to two or three parishes, cannot be of much value when brought to bear on a subject involving the whole empire. Still, I think it my duty to state it the same as if it had been more extended.  Most of my friends in this district, have, this year, planted at least a part of their crop with entire seed, and a few have used no other kind.  Wherever this has been done all is well, never a plant apparently wanting, the crop generally fine. When the seed has been cut, there are several painful failures; and seldom one drill, one perch, at any given point, wholly right. I have had occasion to make the same remark in years past; and it is because of this, Mr. Editor, that I now obtrude myself upon you as so zealous an advocate for planting “in the round."" I feel certain, that had all the crops, under my eye been, this year, so managed, the general produce might have been at least a full fourth more than it will eventually turn out to be","Yours, &e. W. McLellan, Maynooth, 2nd September, 1844.",1844-09-07,Glasgow,Main Text,"Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom","**Glasgow**: ...meeting of the Scottish Agricultural Chemistry Association, lately held in **Glasgow**,<br>appears to be as yet a secret. Of the immediate...","Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom ['55.8272341', '55.8273341', '-4.2844566', '-4.2843566']","Mail Boxes Etc. (UK & Ireland), 145, Kilmarnock Road, Waverley Park, Shawlands, Glasgow, Glasgow City, Alba / Scotland, G41 3YT, United Kingdom",copyshop,55.8272841,-4.2844066,"['55.8272341', '55.8273341', '-4.2844566', '-4.2843566']",,False
POTATO FAILURES,"The cause of the failure in the potato, as you observe in last week's remarks on the meeting of the Scottish Agricultural Chemistry Association, lately held in Glasgow, appears to be as yet a secret. Of the immediate effect, however, of that cause, there seems to be room for little diversity of opinion. The nearest cause to which we can trace the failure, though evidently no more than a secondary one, appears’ to be a lack of moisture or juices in the seed, eventuating in dry rot, immediately after being committed to the ground. As proof of this, a coarse or green tuber seldom refuses to grow, even when cut and planted early, or indeed at any time as far as my experience or accurate information has hitherto extended; while, on the other hand, such as are dry or mealy are apt not to grow luxuriantly, and often not at all, if cut and planted in dry weather, or late in the season.  Now, sir, if general experience point in the same direction, and I think it does so, at least rather than otherwise, it must follow that the tuber containing the greatest proportion of juices, or, in other terms, a green or partially-ripened one will be the surest kind of seed, and, failing that, the leaving the potato uncut, ""sowing it in the round,"" may next be had recourse to a practice which, in every instance within my limited knowledge, has proved an absolute security. I have observed many crops, and obtained accurate information regarding them, and nothing can be more conclusive than the fact arrived at, viz., that all that has been necessary to procure as good a crop as the ground, under the condition and management, was entitled to produce, was to commit the seed to the soil in an undivided state.  At the same time I am free to confess that I can easily conceive (I think I have seen instances of it indeed) how a potato, apparently sound, upon a superficial examination, might not grow even when planted entire: it may already be too far gonethe superficial only be left sound. When cut up, however, and for a short time exposed to the atmosphere, its unfitness for seed could not escape detection from a skilful observer. He would know not to plant it in either way, cut or entire. The same tuber, however, on the principle I am contending for would have been  productive, in an uncut state, long subsequent to the period at which it would have been useless, if divided. In the former case its scanty juices would have been preserved, in the latter they would have been speedily exhausted; the root would literally have bled to death, and then rotted away.  Mr. Girdwood's experience, as stated at the Glasgow meeting, ought not to be allowed to give ""the death-blow to the cherished opinion,"" or hope that a new generation of plants, from healthy seed, might be the means of avoiding failure. I question not his, or any other single opinion, so far as it goes; but the fact of its being opposed by the experience of many, ought still to leave it an open question; were it only because, viewing it a priori, it is, of itself, so very promising. Besides, we know not how he treated his ground, his seed, his manure, or how he timed or tided his operations; and as we would be thankful even for imperfect remedies, before condemning any hint, we should be sure that an unsuccessful experiment, particularly when it stands in opposition to a number of successful ones, has been made with a sufficiency of skill, attention, means, &e., and that the statement implies neither more nor less than what is definitely expressed; and, particularly, that the individual be not something of what I am myself at this present moment a stickler for some specific remedy, totally different from the one he condems. We often hecoma enthusiastic bigots to an opinion, without, being aware of it.  ""Plant your potatoes whole, and in the autumn, use only such seed as have their eyes plump, protect from frost, and, says Theory, you will have no failures. Not so fast says Mr. Burnet, of Gudgirth, I have done all this, and have experienced failures."" I quote from yourself. But what says practice on the part of many ? I will venture to say most, who have also tried this, in either autumn or spring! Exactly the contrary! ergo Mr Burnett's experience, standing by itself, should have little weight, allowing it all it can claim. It is a single contradiction, and no more, to something approaching to an almost established rule, and, as such, according to logical law, rather confirmatory of, than bearing against, the pro- position in question.  I am far from questioning the accuracy of Mr. B.'s statement; at the same time, I can perceive how he may have had considerable difficulty in determining as to the precise nature or cause of the failure in question. I know, Mr. Editor, something, a good deal, indeed, of the constitution of a Scotch frost; it is often far frae canny. I have known it to penetrate the earth to the depth of feetand, supposing such to bare been the state of matters, while Mr. B.'s experiment was being made, how was he to know, to a thing of nothing, how much or how little, of the failure was to be attributed to the potato itself, or whether, say, six weeks of a sound, ringing, black frost might have come in for a fair share of the blame?  Another farmer, Mr. Alexander, of Southbar, had never witnessed a failure in tor/planted potatoes. I have myself, hitherto, seen few, nor have I met with more than a few who have seen more. When you insinuate, however, that the thing is not uncommon within a few miles of Dublin, I feel at once ready to credit it as a fact. But then, sir, you must answer me a few simple questions, relating to tbe practice of the Dublin farmers, with their con-acre coadjutors.  In the first place, do they often plant their potatoes in drills ? Do they ever leave the dung lying in heaps,.and sometimes scattered over the beds or ridges for the space of two, four, six, or eight days, before covering it up with the mould ? do they ever plant a ridge, or a considerable. part of it, at one time of the day, leaving it to be over-taken by the slower operation of the spadesman, and thus allowing sufficient time for both seed and dung being well seasoned by sun and wind? If such should turn out to be no unfrequent practice in the vicinity of Dublin, sure I am yourself for one would not be much surprised should there now and then be found more than a few failures as the consequence, and yet I have seen all the above irregularities perpetrated, to the very letter, without a single apparent failure ensuing, when the work had been done early in the season.  My own observation having been confined to two or three parishes, cannot be of much value when brought to bear on a subject involving the whole empire. Still, I think it my duty to state it the same as if it had been more extended.  Most of my friends in this district, have, this year, planted at least a part of their crop with entire seed, and a few have used no other kind.  Wherever this has been done all is well, never a plant apparently wanting, the crop generally fine. When the seed has been cut, there are several painful failures; and seldom one drill, one perch, at any given point, wholly right. I have had occasion to make the same remark in years past; and it is because of this, Mr. Editor, that I now obtrude myself upon you as so zealous an advocate for planting “in the round."" I feel certain, that had all the crops, under my eye been, this year, so managed, the general produce might have been at least a full fourth more than it will eventually turn out to be","Yours, &e. W. McLellan, Maynooth, 2nd September, 1844.",1844-09-07,viz.,Main Text,,"**viz.**: ...nothing can be more conclusive than the fact arrived at, **viz.**,<br>that all that has been necessary to procure as good...",,,,,,,,False
